transaction_id,timestamp,amount,currency,status
TXN-00000087,2025-04-24T16:12:48+01:00,5461.21,USD,SUCCESS
TXN-00000088,2025-04-02T14:12:48+01:00,1624.68,USD,SUCCESS
TXN-00000089,2025-04-11T11:12:48+01:00,3582.70,EUR,SUCCESS
TXN-00000090,2025-04-22T03:12:48+01:00,6931.60,USD,SUCCESS
TXN-00000091,2025-04-24T19:12:48+01:00,5810.59,USD,SUCCESS
TXN-00000092,2025-04-06T20:12:48+01:00,5479.90,USD,SUCCESS
TXN-00000093,2025-04-14T02:12:48+01:00,7386.95,USD,SUCCESS
TXN-00000094,2025-04-17T05:12:48+01:00,4428.93,USD,SUCCESS
TXN-00000095,2025-03-31T09:12:48+01:00,3777.17,EUR,SUCCESS
TXN-00000096,2025-04-10T01:12:48+01:00,1331.64,EUR,SUCCESS
TXN-00000097,2025-04-04T21:12:48+01:00,9661.50,GBP,SUCCESS
TXN-00000098,2025-04-11T15:12:48+01:00,4907.98,USD,SUCCESS
TXN-00000099,2025-04-12T09:12:48+01:00,7071.73,USD,FAILED
TXN-00000100,2025-04-16T10:12:48+01:00,2292.65,EUR,FAILED
TXN-00000101,2025-04-21T19:12:48+01:00,4564.16,USD,SUCCESS
TXN-00000102,2025-04-18T23:12:48+01:00,2714.39,EUR,SUCCESS
TXN-00000103,2025-04-20T08:12:48+01:00,4425.37,USD,FAILED
TXN-00000104,2025-03-31T18:12:48+01:00,7251.35,USD,SUCCESS
TXN-00000105,2025-04-04T14:12:48+01:00,4421.48,USD,SUCCESS
TXN-00000106,2025-04-24T05:12:48+01:00,4792.81,USD,SUCCESS
TXN-00000107,2025-04-11T05:12:48+01:00,2954.88,USD,SUCCESS
TXN-00000108,2025-04-13T22:12:48+01:00,1618.61,USD,SUCCESS
TXN-00000109,2025-04-16T07:12:48+01:00,7491.20,USD,SUCCESS
TXN-00000110,2025-04-15T06:12:48+01:00,495.88,USD,SUCCESS
TXN-00000111,2025-03-29T19:12:48+01:00,8714.83,USD,SUCCESS
TXN-00000112,2025-04-12T22:12:48+01:00,514.85,USD,SUCCESS
TXN-00000113,2025-04-25T15:12:48+01:00,6684.80,USD,SUCCESS
TXN-00000114,2025-04-04T03:12:48+01:00,6701.51,EUR,SUCCESS
TXN-00000115,2025-04-05T05:12:48+01:00,4639.29,USD,SUCCESS
TXN-00000116,2025-04-20T04:12:48+01:00,9563.66,USD,SUCCESS
TXN-00000117,2025-04-19T06:12:48+01:00,5700.50,USD,SUCCESS
TXN-00000118,2025-04-16T05:12:48+01:00,974.57,USD,SUCCESS
TXN-00000119,2025-03-31T08:12:48+01:00,5311.17,USD,SUCCESS
TXN-00000120,2025-04-21T12:12:48+01:00,1273.00,USD,FAILED
TXN-00000121,2025-03-31T11:12:48+01:00,5133.26,USD,SUCCESS
TXN-00000122,2025-04-14T17:12:48+01:00,5457.12,EUR,SUCCESS
TXN-00000123,2025-03-29T20:12:48+01:00,9033.45,USD,FAILED
TXN-00000124,2025-04-22T15:12:48+01:00,7668.41,USD,SUCCESS
TXN-00000125,2025-04-10T07:12:48+01:00,5584.01,USD,SUCCESS
TXN-00000126,2025-04-01T05:12:48+01:00,3502.25,USD,SUCCESS
TXN-00000127,2025-04-05T15:12:48+01:00,2004.73,USD,SUCCESS
TXN-00000128,2025-04-11T16:12:48+01:00,6738.90,USD,SUCCESS
TXN-00000129,2025-03-30T10:12:48+01:00,8355.90,GBP,SUCCESS
TXN-00000130,2025-03-29T15:12:48+01:00,6811.99,USD,SUCCESS
TXN-00000131,2025-04-18T20:12:48+01:00,2600.24,USD,SUCCESS
TXN-00000133,2025-04-10T21:12:48+01:00,473.63,USD,SUCCESS
TXN-00000134,2025-04-25T04:12:48+01:00,3530.67,USD,SUCCESS
TXN-00000135,2025-04-02T07:12:48+01:00,4092.91,USD,SUCCESS
TXN-00000136,2025-04-27T00:12:48+01:00,6106.18,USD,SUCCESS
TXN-00000137,2025-04-27T20:12:48+01:00,3413.64,USD,SUCCESS
TXN-00000138,2025-04-15T11:12:48+01:00,3566.85,USD,SUCCESS
TXN-00000139,2025-04-10T13:12:48+01:00,8548.25,USD,PENDING
TXN-00000140,2025-04-07T15:12:48+01:00,1974.34,USD,SUCCESS
TXN-00000141,2025-04-28T11:12:48+01:00,3859.39,USD,SUCCESS
TXN-00000142,2025-03-31T09:12:48+01:00,1409.40,EUR,SUCCESS
TXN-00000143,2025-04-23T08:12:48+01:00,9309.46,USD,SUCCESS
TXN-00000144,2025-04-07T09:12:48+01:00,6284.39,USD,SUCCESS
TXN-00000145,2025-04-18T03:12:48+01:00,3178.00,USD,SUCCESS
TXN-00000146,2025-04-05T22:12:48+01:00,5448.07,USD,FAILED
TXN-00000147,2025-04-18T01:12:48+01:00,6647.21,EUR,SUCCESS
TXN-00000148,2025-04-25T00:12:48+01:00,4463.84,USD,SUCCESS
TXN-00000149,2025-04-05T09:12:48+01:00,6245.58,USD,SUCCESS
TXN-00000150,2025-04-10T06:12:48+01:00,7451.63,USD,SUCCESS
TXN-00000151,2025-04-08T21:12:48+01:00,6378.20,GBP,SUCCESS
TXN-00000152,2025-03-30T08:12:48+01:00,1350.53,USD,SUCCESS
TXN-00000153,2025-03-31T06:12:48+01:00,3537.73,USD,SUCCESS
TXN-00000154,2025-04-19T15:12:48+01:00,4362.54,USD,SUCCESS
TXN-00000155,2025-04-26T08:12:48+01:00,886.61,USD,SUCCESS
TXN-00000156,2025-04-08T05:12:48+01:00,4857.30,USD,SUCCESS
TXN-00000157,2025-04-17T11:12:48+01:00,8786.15,EUR,SUCCESS
TXN-00000158,2025-04-02T20:12:48+01:00,1975.86,USD,SUCCESS
TXN-00000159,2025-03-30T20:12:48+01:00,1600.18,USD,SUCCESS
TXN-00000160,2025-04-18T00:12:48+01:00,4921.55,USD,SUCCESS
TXN-00000161,2025-04-20T09:12:48+01:00,2794.94,USD,SUCCESS
TXN-00000162,2025-04-14T06:12:48+01:00,6364.94,USD,SUCCESS
TXN-00000163,2025-04-21T20:12:48+01:00,1792.15,USD,SUCCESS
TXN-00000164,2025-04-16T15:12:48+01:00,9353.45,USD,SUCCESS
TXN-00000165,2025-04-18T05:12:48+01:00,6290.56,USD,SUCCESS
TXN-00000166,2025-04-03T13:12:48+01:00,2366.33,USD,SUCCESS
TXN-00000167,2025-04-19T08:12:48+01:00,8806.46,USD,SUCCESS
TXN-00000168,2025-04-18T12:12:48+01:00,3897.48,USD,SUCCESS
TXN-00000169,2025-04-09T21:12:48+01:00,5893.77,USD,SUCCESS
TXN-00000170,2025-04-17T00:12:48+01:00,8106.75,USD,SUCCESS
TXN-00000171,2025-04-02T00:12:48+01:00,6114.29,USD,SUCCESS
TXN-00000172,2025-04-10T01:12:48+01:00,9139.17,USD,FAILED
TXN-00000173,2025-04-14T07:12:48+01:00,9103.80,USD,SUCCESS
TXN-00000174,2025-04-18T10:12:48+01:00,3445.69,USD,SUCCESS
TXN-00000175,2025-04-28T06:12:48+01:00,9124.90,USD,FAILED
TXN-00000176,2025-04-28T10:12:48+01:00,1494.43,USD,SUCCESS
TXN-00000177,2025-04-21T18:12:48+01:00,976.91,USD,FAILED
TXN-00000178,2025-04-27T08:12:48+01:00,1088.47,USD,SUCCESS
TXN-00000179,2025-04-18T09:12:48+01:00,9305.33,USD,SUCCESS
TXN-00000180,2025-03-30T17:12:48+01:00,4553.49,USD,SUCCESS
TXN-00000181,2025-04-14T22:12:48+01:00,2236.52,USD,SUCCESS
TXN-00000182,2025-04-03T15:12:48+01:00,715.50,USD,SUCCESS
TXN-00000183,2025-03-31T22:12:48+01:00,7068.71,USD,SUCCESS
TXN-00000184,2025-04-01T16:12:48+01:00,1703.66,USD,SUCCESS
TXN-00000185,2025-04-26T00:12:48+01:00,2900.86,USD,SUCCESS
TXN-00000186,2025-04-08T08:12:48+01:00,8557.15,USD,SUCCESS
TXN-00000187,2025-04-13T20:12:48+01:00,8169.98,EUR,SUCCESS
TXN-00000188,2025-04-18T02:12:48+01:00,2661.52,USD,SUCCESS
TXN-00000189,2025-04-04T14:12:48+01:00,5147.92,USD,SUCCESS
TXN-00000190,2025-04-07T09:12:48+01:00,1290.34,USD,SUCCESS
TXN-00000191,2025-04-25T18:12:48+01:00,9595.16,USD,SUCCESS
TXN-00000192,2025-03-31T01:12:48+01:00,3124.80,USD,FAILED
TXN-00000193,2025-03-30T22:12:48+01:00,8583.78,USD,PENDING
TXN-00000194,2025-03-29T20:12:48+01:00,2775.22,EUR,SUCCESS
TXN-00000195,2025-04-10T21:12:48+01:00,2277.56,USD,SUCCESS
TXN-00000196,2025-04-20T18:12:48+01:00,9405.71,USD,SUCCESS
TXN-00000197,2025-04-12T03:12:48+01:00,7510.59,USD,SUCCESS
TXN-00000198,2025-04-24T08:12:48+01:00,9707.69,USD,SUCCESS
TXN-00000199,2025-04-26T06:12:48+01:00,1415.25,USD,SUCCESS
TXN-00000200,2025-04-24T16:12:48+01:00,6925.15,GBP,SUCCESS
TXN-00000201,2025-04-04T12:12:48+01:00,1949.26,USD,SUCCESS
TXN-00000202,2025-04-09T05:12:48+01:00,5646.27,USD,SUCCESS
TXN-00000203,2025-04-19T04:12:48+01:00,8688.97,USD,SUCCESS
TXN-00000204,2025-04-14T12:12:48+01:00,6977.14,USD,SUCCESS
TXN-00000205,2025-04-17T09:12:48+01:00,7670.32,EUR,SUCCESS
TXN-00000206,2025-04-08T22:12:48+01:00,1974.50,USD,PENDING
TXN-00000207,2025-04-27T11:12:48+01:00,336.63,USD,SUCCESS
TXN-00000208,2025-04-22T04:12:48+01:00,6416.50,USD,SUCCESS
TXN-00000209,2025-04-28T04:12:48+01:00,3960.01,GBP,SUCCESS
TXN-00000210,2025-04-14T17:12:48+01:00,378.00,USD,SUCCESS
TXN-00000211,2025-04-28T02:12:48+01:00,9812.24,USD,SUCCESS
TXN-00000212,2025-04-14T18:12:48+01:00,8643.84,USD,SUCCESS
TXN-00000213,2025-04-22T01:12:48+01:00,327.17,USD,SUCCESS
TXN-00000214,2025-04-21T17:12:48+01:00,7898.58,USD,SUCCESS
TXN-00000215,2025-04-28T03:12:48+01:00,1980.36,USD,SUCCESS
TXN-00000216,2025-04-15T13:12:48+01:00,417.82,USD,SUCCESS
TXN-00000217,2025-04-09T03:12:48+01:00,6377.38,USD,SUCCESS
TXN-00000218,2025-04-27T22:12:48+01:00,8981.60,USD,SUCCESS
TXN-00000219,2025-04-16T18:12:48+01:00,8302.77,USD,SUCCESS
TXN-00000220,2025-04-26T03:12:48+01:00,5347.32,EUR,SUCCESS
TXN-00000221,2025-04-02T20:12:48+01:00,9375.30,USD,SUCCESS
TXN-00000222,2025-04-15T06:12:48+01:00,3887.65,USD,SUCCESS
TXN-00000223,2025-04-27T01:12:48+01:00,1918.91,USD,SUCCESS
TXN-00000224,2025-04-04T12:12:48+01:00,1773.59,USD,SUCCESS
TXN-00000225,2025-04-02T15:12:48+01:00,7128.47,USD,SUCCESS
TXN-00000226,2025-04-12T17:12:48+01:00,7299.03,USD,SUCCESS
TXN-00000227,2025-04-02T20:12:48+01:00,8058.69,USD,SUCCESS
TXN-00000228,2025-04-02T01:12:48+01:00,5066.22,USD,SUCCESS
TXN-00000229,2025-04-09T09:12:48+01:00,7856.38,USD,SUCCESS
TXN-00000230,2025-03-31T02:12:48+01:00,3139.94,USD,SUCCESS
TXN-00000231,2025-04-03T23:12:48+01:00,5394.96,USD,SUCCESS
TXN-00000232,2025-04-11T01:12:48+01:00,409.64,USD,SUCCESS
TXN-00000233,2025-04-22T12:12:48+01:00,6297.96,USD,SUCCESS
TXN-00000234,2025-04-24T03:12:48+01:00,3098.60,USD,SUCCESS
TXN-00000235,2025-04-20T23:12:48+01:00,7765.88,USD,SUCCESS
TXN-00000236,2025-04-18T11:12:48+01:00,3333.78,USD,FAILED
TXN-00000237,2025-04-23T06:12:48+01:00,5120.76,USD,SUCCESS
TXN-00000238,2025-04-08T15:12:48+01:00,2220.93,USD,SUCCESS
TXN-00000239,2025-04-20T19:12:48+01:00,881.83,USD,SUCCESS
TXN-00000240,2025-04-07T05:12:48+01:00,3460.56,USD,SUCCESS
TXN-00000241,2025-04-19T12:12:48+01:00,7108.68,USD,SUCCESS
TXN-00000242,2025-04-27T15:12:48+01:00,5685.39,USD,SUCCESS
TXN-00000243,2025-04-18T13:12:48+01:00,8727.54,USD,SUCCESS
TXN-00000244,2025-04-11T19:12:48+01:00,5203.46,EUR,FAILED
TXN-00000245,2025-03-30T11:12:48+01:00,1552.34,USD,FAILED
TXN-00000246,2025-04-19T18:12:48+01:00,1875.13,USD,SUCCESS
TXN-00000247,2025-04-13T16:12:48+01:00,5288.29,GBP,SUCCESS
TXN-00000248,2025-04-26T08:12:48+01:00,9511.63,USD,SUCCESS
TXN-00000249,2025-03-29T23:12:48+01:00,3252.82,USD,SUCCESS
TXN-00000250,2025-03-30T07:12:48+01:00,6926.02,USD,SUCCESS
TXN-00000251,2025-04-24T01:12:48+01:00,4446.93,USD,SUCCESS
TXN-00000252,2025-04-08T15:12:48+01:00,8371.49,USD,SUCCESS
TXN-00000253,2025-04-27T19:12:48+01:00,8287.48,USD,SUCCESS
TXN-00000254,2025-04-04T20:12:48+01:00,4685.83,USD,SUCCESS
TXN-00000255,2025-04-06T02:12:48+01:00,3745.65,EUR,SUCCESS
TXN-00000256,2025-04-22T01:12:48+01:00,2821.49,USD,SUCCESS
TXN-00000257,2025-04-13T14:12:48+01:00,133.55,USD,PENDING
TXN-00000258,2025-04-06T16:12:48+01:00,9538.39,USD,FAILED
TXN-00000259,2025-04-28T03:12:48+01:00,2382.21,USD,SUCCESS
TXN-00000260,2025-04-15T23:12:48+01:00,6684.73,USD,SUCCESS
TXN-00000261,2025-04-26T07:12:48+01:00,9651.24,USD,SUCCESS
TXN-00000262,2025-04-13T08:12:48+01:00,9147.62,USD,PENDING
TXN-00000263,2025-04-03T19:12:48+01:00,3292.90,USD,SUCCESS
TXN-00000264,2025-04-13T04:12:48+01:00,2067.97,USD,SUCCESS
TXN-00000265,2025-04-11T21:12:48+01:00,5054.51,USD,PENDING
TXN-00000266,2025-04-21T17:12:48+01:00,9693.96,USD,SUCCESS
TXN-00000267,2025-04-14T08:12:48+01:00,896.33,USD,FAILED
TXN-00000268,2025-04-26T05:12:48+01:00,8509.93,USD,SUCCESS
TXN-00000269,2025-04-02T10:12:48+01:00,3409.94,EUR,SUCCESS
TXN-00000270,2025-04-19T09:12:48+01:00,1027.77,EUR,SUCCESS
TXN-00000271,2025-04-23T14:12:48+01:00,5171.00,GBP,PENDING
TXN-00000272,2025-04-08T22:12:48+01:00,7588.01,USD,SUCCESS
TXN-00000273,2025-04-25T17:12:48+01:00,565.27,USD,SUCCESS
TXN-00000274,2025-03-30T16:12:48+01:00,7499.29,USD,SUCCESS
TXN-00000275,2025-04-08T05:12:48+01:00,6599.04,USD,SUCCESS
TXN-00000276,2025-04-11T08:12:48+01:00,2368.76,USD,SUCCESS
TXN-00000277,2025-04-24T09:12:48+01:00,9296.80,USD,SUCCESS
TXN-00000278,2025-04-03T08:12:48+01:00,5076.53,USD,SUCCESS
TXN-00000279,2025-04-05T20:12:48+01:00,7557.79,USD,SUCCESS
TXN-00000280,2025-04-09T02:12:48+01:00,1546.10,USD,SUCCESS
TXN-00000281,2025-04-08T21:12:48+01:00,3481.59,USD,SUCCESS
TXN-00000282,2025-04-21T15:12:48+01:00,6161.04,USD,SUCCESS
TXN-00000283,2025-04-05T23:12:48+01:00,8637.16,USD,SUCCESS
TXN-00000284,2025-04-20T23:12:48+01:00,8442.56,USD,SUCCESS
TXN-00000285,2025-04-09T04:12:48+01:00,680.10,USD,SUCCESS
TXN-00000286,2025-04-10T02:12:48+01:00,7590.90,USD,SUCCESS
TXN-00000287,2025-04-13T07:12:48+01:00,6700.94,USD,SUCCESS
TXN-00000288,2025-04-25T07:12:48+01:00,8499.62,USD,FAILED
TXN-00000289,2025-03-29T21:12:48+01:00,9499.13,EUR,SUCCESS
TXN-00000290,2025-03-30T14:12:48+01:00,9842.12,USD,SUCCESS
TXN-00000291,2025-04-01T07:12:48+01:00,2821.15,USD,SUCCESS
TXN-00000292,2025-03-31T06:12:48+01:00,5698.99,USD,SUCCESS
TXN-00000293,2025-04-18T17:12:48+01:00,3263.67,USD,SUCCESS
TXN-00000294,2025-04-19T01:12:48+01:00,3240.51,GBP,SUCCESS
TXN-00000296,2025-04-04T21:12:48+01:00,733.44,USD,SUCCESS
TXN-00000297,2025-04-04T02:12:48+01:00,2179.93,EUR,SUCCESS
TXN-00000298,2025-04-20T22:12:48+01:00,9486.20,USD,SUCCESS
TXN-00000299,2025-04-07T19:12:48+01:00,2260.26,USD,SUCCESS
TXN-00000300,2025-04-17T23:12:48+01:00,8912.64,USD,SUCCESS
TXN-00000301,2025-04-25T17:12:48+01:00,6862.22,USD,SUCCESS
TXN-00000302,2025-04-06T18:12:48+01:00,7799.25,USD,SUCCESS
TXN-00000303,2025-04-05T02:12:48+01:00,5441.42,USD,SUCCESS
TXN-00000304,2025-04-03T23:12:48+01:00,9936.80,USD,SUCCESS
TXN-00000305,2025-04-04T21:12:48+01:00,7246.53,USD,PENDING
TXN-00000306,2025-03-31T20:12:48+01:00,6772.90,EUR,SUCCESS
TXN-00000307,2025-04-03T02:12:48+01:00,5553.82,USD,SUCCESS
TXN-00000308,2025-04-25T05:12:48+01:00,2515.53,USD,SUCCESS
TXN-00000309,2025-03-30T23:12:48+01:00,9716.94,USD,SUCCESS
TXN-00000310,2025-04-17T21:12:48+01:00,5264.55,USD,SUCCESS
TXN-00000311,2025-04-16T09:12:48+01:00,8718.34,EUR,SUCCESS
TXN-00000312,2025-04-01T16:12:48+01:00,4108.06,USD,SUCCESS
TXN-00000313,2025-04-14T19:12:48+01:00,7447.94,USD,SUCCESS
TXN-00000314,2025-04-11T14:12:48+01:00,6195.57,USD,SUCCESS
TXN-00000315,2025-04-23T23:12:48+01:00,9229.71,USD,SUCCESS
TXN-00000316,2025-04-22T06:12:48+01:00,3830.78,USD,PENDING
TXN-00000317,2025-04-15T03:12:48+01:00,6607.26,EUR,FAILED
TXN-00000318,2025-04-19T10:12:48+01:00,4090.36,GBP,SUCCESS
TXN-00000319,2025-04-23T01:12:48+01:00,4260.20,USD,SUCCESS
TXN-00000320,2025-04-09T02:12:48+01:00,1507.07,USD,SUCCESS
TXN-00000321,2025-03-29T16:12:48+01:00,5992.32,USD,SUCCESS
TXN-00000322,2025-04-05T08:12:48+01:00,1980.86,USD,SUCCESS
TXN-00000323,2025-04-27T23:12:48+01:00,5117.85,USD,SUCCESS
TXN-00000324,2025-04-20T11:12:48+01:00,9505.89,GBP,SUCCESS
TXN-00000325,2025-04-23T18:12:48+01:00,783.69,USD,SUCCESS
TXN-00000326,2025-04-01T18:12:48+01:00,6847.95,USD,SUCCESS
TXN-00000327,2025-04-13T11:12:48+01:00,4597.32,EUR,SUCCESS
TXN-00000328,2025-04-18T13:12:48+01:00,1682.91,USD,FAILED
TXN-00000329,2025-04-27T22:12:48+01:00,4152.35,EUR,SUCCESS
TXN-00000330,2025-04-23T05:12:48+01:00,7492.61,USD,SUCCESS
TXN-00000331,2025-04-02T17:12:48+01:00,2753.23,USD,SUCCESS
TXN-00000332,2025-04-04T00:12:48+01:00,1710.92,USD,SUCCESS
TXN-00000333,2025-04-16T08:12:48+01:00,456.09,GBP,SUCCESS
TXN-00000334,2025-04-26T07:12:48+01:00,5262.53,EUR,SUCCESS
TXN-00000335,2025-04-19T10:12:48+01:00,8614.78,USD,SUCCESS
TXN-00000336,2025-04-12T13:12:48+01:00,3037.15,USD,SUCCESS
TXN-00000337,2025-04-07T12:12:48+01:00,7691.32,USD,SUCCESS
TXN-00000338,2025-04-13T16:12:48+01:00,6467.79,USD,SUCCESS
TXN-00000339,2025-04-18T12:12:48+01:00,4260.86,USD,SUCCESS
TXN-00000340,2025-04-08T19:12:48+01:00,3572.40,USD,SUCCESS
TXN-00000341,2025-04-17T17:12:48+01:00,1674.86,USD,SUCCESS
TXN-00000342,2025-04-09T11:12:48+01:00,1885.02,USD,SUCCESS
TXN-00000343,2025-04-04T19:12:48+01:00,1297.03,EUR,SUCCESS
TXN-00000344,2025-04-04T16:12:48+01:00,2542.00,USD,SUCCESS
TXN-00000345,2025-04-24T20:12:48+01:00,936.93,USD,SUCCESS
TXN-00000346,2025-04-20T05:12:48+01:00,7008.79,USD,SUCCESS
TXN-00000347,2025-04-13T08:12:48+01:00,4335.28,USD,SUCCESS
TXN-00000348,2025-04-05T18:12:48+01:00,1945.42,USD,SUCCESS
TXN-00000349,2025-04-10T03:12:48+01:00,5053.45,EUR,PENDING
TXN-00000350,2025-04-23T11:12:48+01:00,4740.38,USD,SUCCESS
TXN-00000351,2025-04-02T17:12:48+01:00,6504.54,USD,FAILED
TXN-00000352,2025-04-14T22:12:48+01:00,8305.82,EUR,SUCCESS
TXN-00000353,2025-04-04T20:12:48+01:00,1956.55,USD,SUCCESS
