transaction_id,timestamp,amount,currency,status
TXN-00000062,2025-04-22T19:12:48+01:00,3006.49,GBP,FAILED
TXN-00000063,2025-04-09T15:12:48+01:00,2929.19,USD,SUCCESS
TXN-00000064,2025-04-08T12:12:48+01:00,8177.74,EUR,SUCCESS
TXN-00000065,2025-04-03T10:12:48+01:00,2939.22,USD,SUCCESS
TXN-00000066,2025-04-23T19:12:48+01:00,4062.78,GBP,SUCCESS
TXN-00000067,2025-04-11T22:12:48+01:00,8686.53,USD,SUCCESS
TXN-00000068,2025-04-06T18:12:48+01:00,7427.34,USD,SUCCESS
TXN-00000069,2025-04-03T19:12:48+01:00,2800.43,USD,PENDING
TXN-00000070,2025-04-21T05:12:48+01:00,5000.78,USD,SUCCESS
TXN-00000071,2025-04-16T04:12:48+01:00,7674.66,USD,SUCCESS
TXN-00000072,2025-04-28T06:12:48+01:00,398.06,USD,SUCCESS
TXN-00000073,2025-04-23T22:12:48+01:00,6326.06,USD,SUCCESS
TXN-00000074,2025-04-13T19:12:48+01:00,5202.22,USD,SUCCESS
TXN-00000075,2025-04-05T02:12:48+01:00,1798.09,USD,SUCCESS
TXN-00000076,2025-04-06T09:12:48+01:00,1915.04,GBP,SUCCESS
TXN-00000077,2025-04-25T21:12:48+01:00,7330.29,USD,SUCCESS
TXN-00000078,2025-04-07T11:12:48+01:00,8667.53,USD,SUCCESS
TXN-00000079,2025-04-24T01:12:48+01:00,3728.11,USD,PENDING
TXN-00000080,2025-04-04T23:12:48+01:00,4795.40,EUR,SUCCESS
TXN-00000081,2025-04-18T13:12:48+01:00,9052.60,USD,SUCCESS
TXN-00000082,2025-04-24T07:12:48+01:00,7257.77,USD,SUCCESS
TXN-00000083,2025-04-23T19:12:48+01:00,6331.55,USD,SUCCESS
TXN-00000084,2025-04-13T03:12:48+01:00,6620.81,USD,SUCCESS
TXN-00000085,2025-04-13T21:12:48+01:00,4740.81,USD,SUCCESS
TXN-00000086,2025-03-30T12:12:48+01:00,4518.59,USD,SUCCESS
TXN-00000087,2025-04-02T15:12:48+01:00,3672.21,EUR,SUCCESS
TXN-00000088,2025-04-27T08:12:48+01:00,1699.90,USD,SUCCESS
TXN-00000089,2025-04-19T18:12:48+01:00,4337.09,USD,SUCCESS
TXN-00000090,2025-04-04T03:12:48+01:00,9255.01,USD,SUCCESS
TXN-00000091,2025-03-29T17:12:48+01:00,7793.99,USD,SUCCESS
TXN-00000092,2025-04-12T04:12:48+01:00,9610.65,USD,SUCCESS
TXN-00000093,2025-04-04T00:12:48+01:00,5836.55,USD,SUCCESS
TXN-00000094,2025-04-05T07:12:48+01:00,9588.99,USD,SUCCESS
TXN-00000095,2025-04-09T19:12:48+01:00,7952.68,USD,SUCCESS
TXN-00000096,2025-04-05T00:12:48+01:00,9461.06,GBP,SUCCESS
TXN-00000098,2025-04-24T04:12:48+01:00,8391.74,USD,SUCCESS
TXN-00000099,2025-03-31T14:12:48+01:00,2650.13,USD,SUCCESS
TXN-00000100,2025-04-22T23:12:48+01:00,1705.15,GBP,SUCCESS
TXN-00000101,2025-04-27T22:12:48+01:00,6519.33,USD,SUCCESS
TXN-00000102,2025-03-29T21:12:48+01:00,1029.71,USD,SUCCESS
TXN-00000103,2025-04-23T02:12:48+01:00,2293.80,USD,SUCCESS
TXN-00000104,2025-04-02T21:12:48+01:00,4818.92,USD,SUCCESS
TXN-00000105,2025-04-14T22:12:48+01:00,8855.00,USD,SUCCESS
TXN-00000106,2025-04-27T16:12:48+01:00,2269.90,USD,PENDING
TXN-00000107,2025-04-01T10:12:48+01:00,737.89,USD,SUCCESS
TXN-00000108,2025-04-12T23:12:48+01:00,3126.30,USD,SUCCESS
TXN-00000109,2025-04-15T20:12:48+01:00,4860.29,USD,SUCCESS
TXN-00000110,2025-04-18T16:12:48+01:00,581.51,USD,SUCCESS
TXN-00000111,2025-03-29T23:12:48+01:00,8244.88,USD,SUCCESS
TXN-00000112,2025-04-25T06:12:48+01:00,356.89,USD,SUCCESS
TXN-00000113,2025-04-22T14:12:48+01:00,254.32,USD,SUCCESS
TXN-00000114,2025-04-19T23:12:48+01:00,1501.23,USD,FAILED
TXN-00000115,2025-04-13T08:12:48+01:00,7812.29,USD,SUCCESS
TXN-00000116,2025-04-05T14:12:48+01:00,7734.61,USD,SUCCESS
TXN-00000117,2025-04-10T11:12:48+01:00,6592.66,USD,FAILED
TXN-00000118,2025-04-06T13:12:48+01:00,8495.44,EUR,SUCCESS
TXN-00000119,2025-04-03T06:12:48+01:00,662.31,USD,SUCCESS
TXN-00000120,2025-04-21T06:12:48+01:00,8897.10,USD,SUCCESS
TXN-00000121,2025-04-08T14:12:48+01:00,7051.46,USD,SUCCESS
TXN-00000122,2025-04-12T21:12:48+01:00,9535.43,USD,SUCCESS
TXN-00000123,2025-04-18T07:12:48+01:00,8276.89,USD,SUCCESS
TXN-00000124,2025-04-10T16:12:48+01:00,6740.54,EUR,FAILED
TXN-00000125,2025-04-21T09:12:48+01:00,4609.41,USD,SUCCESS
TXN-00000126,2025-04-26T03:12:48+01:00,3058.72,EUR,PENDING
TXN-00000127,2025-04-10T22:12:48+01:00,5315.03,USD,SUCCESS
TXN-00000128,2025-04-15T00:12:48+01:00,2413.82,USD,FAILED
TXN-00000129,2025-04-13T20:12:48+01:00,3563.98,USD,SUCCESS
TXN-00000130,2025-04-06T12:12:48+01:00,5494.59,USD,SUCCESS
TXN-00000131,2025-04-15T20:12:48+01:00,2427.82,USD,SUCCESS
TXN-00000132,2025-04-19T13:12:48+01:00,3441.45,USD,SUCCESS
TXN-00000133,2025-04-26T17:12:48+01:00,5924.18,USD,SUCCESS
TXN-00000134,2025-04-25T08:12:48+01:00,7698.85,EUR,SUCCESS
TXN-00000135,2025-04-11T07:12:48+01:00,5266.54,USD,SUCCESS
TXN-00000136,2025-04-24T11:12:48+01:00,7286.28,USD,SUCCESS
TXN-00000137,2025-04-04T08:12:48+01:00,509.63,USD,SUCCESS
TXN-00000138,2025-04-04T19:12:48+01:00,4479.82,USD,SUCCESS
TXN-00000139,2025-04-14T06:12:48+01:00,8608.10,USD,SUCCESS
TXN-00000140,2025-04-17T02:12:48+01:00,3296.62,USD,SUCCESS
TXN-00000141,2025-04-25T05:12:48+01:00,3848.06,USD,SUCCESS
TXN-00000143,2025-04-11T21:12:48+01:00,5619.78,USD,SUCCESS
TXN-00000144,2025-04-07T16:12:48+01:00,7086.36,USD,SUCCESS
TXN-00000146,2025-04-24T19:12:48+01:00,876.91,USD,SUCCESS
TXN-00000147,2025-04-13T12:12:48+01:00,7928.81,USD,SUCCESS
TXN-00000148,2025-03-31T08:12:48+01:00,9445.11,USD,SUCCESS
TXN-00000149,2025-04-11T22:12:48+01:00,8413.42,USD,SUCCESS
TXN-00000150,2025-04-14T11:12:48+01:00,7756.63,USD,SUCCESS
TXN-00000151,2025-04-12T16:12:48+01:00,6082.11,USD,SUCCESS
TXN-00000152,2025-04-10T19:12:48+01:00,333.06,USD,FAILED
TXN-00000153,2025-04-15T07:12:48+01:00,1053.77,USD,SUCCESS
TXN-00000154,2025-04-26T14:12:48+01:00,7978.52,EUR,SUCCESS
TXN-00000155,2025-04-16T17:12:48+01:00,9030.53,USD,SUCCESS
TXN-00000156,2025-04-21T20:12:48+01:00,9351.87,USD,SUCCESS
TXN-00000157,2025-04-27T13:12:48+01:00,7599.26,USD,SUCCESS
TXN-00000158,2025-04-21T08:12:48+01:00,2643.04,USD,SUCCESS
TXN-00000159,2025-04-12T05:12:48+01:00,1845.63,USD,SUCCESS
TXN-00000160,2025-04-08T11:12:48+01:00,6960.09,USD,SUCCESS
TXN-00000161,2025-04-17T18:12:48+01:00,6068.00,USD,SUCCESS
TXN-00000162,2025-04-08T03:12:48+01:00,3760.95,GBP,SUCCESS
TXN-00000163,2025-04-05T12:12:48+01:00,509.90,USD,SUCCESS
TXN-00000164,2025-04-12T19:12:48+01:00,532.09,GBP,PENDING
TXN-00000165,2025-04-03T21:12:48+01:00,9197.68,USD,SUCCESS
TXN-00000166,2025-04-11T00:12:48+01:00,8662.70,EUR,SUCCESS
TXN-00000167,2025-04-27T16:12:48+01:00,9651.63,USD,SUCCESS
TXN-00000168,2025-03-31T23:12:48+01:00,1253.27,USD,SUCCESS
TXN-00000169,2025-04-15T01:12:48+01:00,4033.97,USD,SUCCESS
TXN-00000170,2025-04-24T05:12:48+01:00,5860.55,USD,SUCCESS
TXN-00000171,2025-04-04T22:12:48+01:00,5227.53,USD,SUCCESS
TXN-00000172,2025-04-10T23:12:48+01:00,8317.87,USD,SUCCESS
TXN-00000173,2025-04-14T17:12:48+01:00,3015.77,USD,SUCCESS
TXN-00000174,2025-04-15T02:12:48+01:00,5679.83,USD,SUCCESS
TXN-00000175,2025-04-15T14:12:48+01:00,8559.27,USD,SUCCESS
TXN-00000176,2025-04-02T13:12:48+01:00,8279.69,USD,SUCCESS
TXN-00000177,2025-04-27T09:12:48+01:00,6094.06,USD,SUCCESS
TXN-00000178,2025-04-17T12:12:48+01:00,7242.03,USD,SUCCESS
TXN-00000179,2025-04-17T02:12:48+01:00,9271.18,USD,SUCCESS
TXN-00000180,2025-04-20T03:12:48+01:00,1001.67,USD,SUCCESS
TXN-00000181,2025-04-10T13:12:48+01:00,650.24,USD,SUCCESS
TXN-00000182,2025-03-29T18:12:48+01:00,5237.77,USD,SUCCESS
TXN-00000183,2025-04-02T10:12:48+01:00,9188.13,GBP,SUCCESS
TXN-00000184,2025-04-19T13:12:48+01:00,3736.61,GBP,SUCCESS
TXN-00000185,2025-04-28T09:12:48+01:00,4648.48,USD,SUCCESS
TXN-00000186,2025-04-22T00:12:48+01:00,4607.92,USD,SUCCESS
TXN-00000187,2025-04-18T05:12:48+01:00,1059.87,USD,SUCCESS
TXN-00000188,2025-04-07T11:12:48+01:00,3791.83,USD,SUCCESS
TXN-00000189,2025-04-12T05:12:48+01:00,6802.29,USD,SUCCESS
TXN-00000190,2025-04-08T22:12:48+01:00,8675.31,USD,SUCCESS
TXN-00000191,2025-04-15T03:12:48+01:00,3153.44,EUR,SUCCESS
TXN-00000192,2025-04-16T18:12:48+01:00,9518.81,USD,SUCCESS
TXN-00000193,2025-04-10T08:12:48+01:00,6278.98,USD,SUCCESS
TXN-00000195,2025-04-21T10:12:48+01:00,637.84,USD,SUCCESS
TXN-00000196,2025-04-16T06:12:48+01:00,5827.45,USD,SUCCESS
TXN-00000197,2025-04-21T19:12:48+01:00,2896.11,USD,SUCCESS
TXN-00000198,2025-04-19T22:12:48+01:00,4411.37,USD,PENDING
TXN-00000199,2025-04-11T00:12:48+01:00,4468.60,USD,SUCCESS
TXN-00000200,2025-04-09T22:12:48+01:00,3048.66,USD,SUCCESS
TXN-00000201,2025-04-09T05:12:48+01:00,1229.99,EUR,SUCCESS
TXN-00000202,2025-04-14T11:12:48+01:00,4794.48,USD,SUCCESS
TXN-00000203,2025-04-08T04:12:48+01:00,2382.06,USD,SUCCESS
TXN-00000204,2025-04-27T14:12:48+01:00,2925.56,USD,FAILED
TXN-00000205,2025-04-16T14:12:48+01:00,2579.93,GBP,SUCCESS
TXN-00000206,2025-04-04T12:12:48+01:00,4549.12,USD,SUCCESS
TXN-00000207,2025-04-19T07:12:48+01:00,7569.47,USD,SUCCESS
TXN-00000208,2025-04-08T14:12:48+01:00,2099.30,USD,SUCCESS
TXN-00000209,2025-04-27T15:12:48+01:00,6074.31,USD,SUCCESS
TXN-00000210,2025-04-07T10:12:48+01:00,3749.65,USD,SUCCESS
TXN-00000211,2025-04-19T08:12:48+01:00,2720.58,USD,PENDING
TXN-00000212,2025-03-31T22:12:48+01:00,8453.24,USD,SUCCESS
TXN-00000213,2025-04-15T14:12:48+01:00,4808.41,USD,SUCCESS
TXN-00000214,2025-04-03T07:12:48+01:00,2246.33,USD,SUCCESS
TXN-00000215,2025-04-04T10:12:48+01:00,5430.04,USD,FAILED
TXN-00000216,2025-04-11T22:12:48+01:00,9857.69,USD,SUCCESS
TXN-00000217,2025-04-01T05:12:48+01:00,1062.70,USD,SUCCESS
TXN-00000218,2025-04-12T13:12:48+01:00,3434.47,USD,SUCCESS
TXN-00000219,2025-04-03T05:12:48+01:00,9528.80,USD,SUCCESS
TXN-00000220,2025-04-12T08:12:48+01:00,7316.37,USD,SUCCESS
TXN-00000221,2025-04-03T02:12:48+01:00,6456.41,USD,FAILED
TXN-00000222,2025-04-21T20:12:48+01:00,8741.83,USD,FAILED
TXN-00000223,2025-04-18T10:12:48+01:00,2034.87,USD,FAILED
TXN-00000224,2025-04-24T23:12:48+01:00,3907.26,USD,SUCCESS
TXN-00000225,2025-04-19T23:12:48+01:00,6134.32,USD,SUCCESS
TXN-00000226,2025-04-20T08:12:48+01:00,902.06,USD,SUCCESS
TXN-00000227,2025-04-19T06:12:48+01:00,7153.51,USD,SUCCESS
TXN-00000228,2025-04-21T19:12:48+01:00,2298.71,USD,PENDING
TXN-00000229,2025-04-02T10:12:48+01:00,6047.77,EUR,SUCCESS
TXN-00000230,2025-04-19T09:12:48+01:00,8576.57,USD,SUCCESS
TXN-00000231,2025-03-31T19:12:48+01:00,317.55,EUR,SUCCESS
TXN-00000232,2025-04-12T21:12:48+01:00,7850.65,USD,SUCCESS
TXN-00000233,2025-04-16T13:12:48+01:00,785.04,USD,SUCCESS
TXN-00000234,2025-04-23T23:12:48+01:00,3728.64,USD,SUCCESS
TXN-00000235,2025-04-18T03:12:48+01:00,1614.92,USD,SUCCESS
TXN-00000236,2025-04-15T18:12:48+01:00,7847.02,USD,SUCCESS
TXN-00000238,2025-04-27T09:12:48+01:00,991.61,USD,SUCCESS
TXN-00000239,2025-04-07T06:12:48+01:00,485.73,USD,SUCCESS
TXN-00000240,2025-04-18T12:12:48+01:00,9850.96,EUR,SUCCESS
TXN-00000241,2025-04-27T17:12:48+01:00,2401.33,EUR,FAILED
TXN-00000242,2025-04-26T18:12:48+01:00,4604.55,EUR,SUCCESS
TXN-00000243,2025-04-08T00:12:48+01:00,3925.54,USD,SUCCESS
TXN-00000244,2025-04-17T12:12:48+01:00,8000.05,USD,SUCCESS
TXN-00000245,2025-04-28T05:12:48+01:00,8006.63,EUR,SUCCESS
TXN-00000246,2025-04-13T14:12:48+01:00,9991.97,USD,SUCCESS
TXN-00000247,2025-04-04T14:12:48+01:00,709.96,USD,SUCCESS
TXN-00000248,2025-04-20T07:12:48+01:00,8028.07,USD,SUCCESS
TXN-00000249,2025-04-08T05:12:48+01:00,7857.66,USD,SUCCESS
TXN-00000250,2025-04-13T14:12:48+01:00,3152.86,GBP,SUCCESS
TXN-00000251,2025-04-21T17:12:48+01:00,1882.89,USD,SUCCESS
TXN-00000252,2025-04-12T04:12:48+01:00,5048.54,USD,SUCCESS
TXN-00000253,2025-04-09T10:12:48+01:00,8487.05,USD,SUCCESS
TXN-00000254,2025-04-22T00:12:48+01:00,1796.94,USD,SUCCESS
TXN-00000255,2025-04-01T13:12:48+01:00,395.97,USD,SUCCESS
TXN-00000256,2025-04-15T20:12:48+01:00,5048.05,USD,SUCCESS
TXN-00000257,2025-04-13T14:12:48+01:00,3732.30,EUR,SUCCESS
TXN-00000258,2025-04-20T12:12:48+01:00,3118.70,USD,SUCCESS
TXN-00000259,2025-04-18T17:12:48+01:00,7944.97,USD,SUCCESS
TXN-00000260,2025-04-22T06:12:48+01:00,7230.78,USD,SUCCESS
TXN-00000261,2025-04-07T01:12:48+01:00,9612.76,USD,SUCCESS
TXN-00000262,2025-04-28T02:12:48+01:00,1999.25,USD,SUCCESS
TXN-00000263,2025-04-26T06:12:48+01:00,2990.69,EUR,SUCCESS
TXN-00000264,2025-04-03T10:12:48+01:00,5160.28,USD,SUCCESS
TXN-00000265,2025-04-08T13:12:48+01:00,9451.99,USD,SUCCESS
TXN-00000266,2025-04-24T04:12:48+01:00,4886.65,USD,SUCCESS
TXN-00000267,2025-03-30T07:12:48+01:00,3215.10,USD,SUCCESS
TXN-00000268,2025-04-25T22:12:48+01:00,5232.71,USD,SUCCESS
TXN-00000269,2025-04-05T04:12:48+01:00,8336.21,USD,SUCCESS
TXN-00000270,2025-04-05T10:12:48+01:00,987.68,USD,SUCCESS
TXN-00000271,2025-04-03T22:12:48+01:00,4947.75,USD,FAILED
TXN-00000272,2025-04-03T03:12:48+01:00,6182.89,GBP,SUCCESS
TXN-00000273,2025-04-13T05:12:48+01:00,4865.84,USD,FAILED
TXN-00000274,2025-04-04T12:12:48+01:00,6761.89,USD,SUCCESS
TXN-00000275,2025-04-19T14:12:48+01:00,5668.87,USD,SUCCESS
TXN-00000276,2025-04-10T06:12:48+01:00,5994.66,USD,SUCCESS
TXN-00000277,2025-03-30T06:12:48+01:00,922.50,USD,SUCCESS
TXN-00000278,2025-04-22T09:12:48+01:00,9570.32,USD,SUCCESS
TXN-00000279,2025-04-19T17:12:48+01:00,1426.95,USD,SUCCESS
TXN-00000280,2025-04-13T23:12:48+01:00,1687.87,USD,SUCCESS
TXN-00000281,2025-04-21T04:12:48+01:00,4495.98,GBP,SUCCESS
TXN-00000282,2025-04-19T00:12:48+01:00,1239.14,USD,SUCCESS
TXN-00000283,2025-04-21T20:12:48+01:00,5928.90,USD,SUCCESS
TXN-00000284,2025-04-19T16:12:48+01:00,9306.06,EUR,SUCCESS
TXN-00000285,2025-04-10T15:12:48+01:00,6836.65,USD,SUCCESS
TXN-00000286,2025-04-24T19:12:48+01:00,5846.36,EUR,SUCCESS
TXN-00000287,2025-04-14T02:12:48+01:00,9168.58,USD,FAILED
TXN-00000288,2025-04-11T23:12:48+01:00,1917.86,USD,SUCCESS
TXN-00000289,2025-03-31T05:12:48+01:00,6481.97,USD,SUCCESS
TXN-00000290,2025-04-12T22:12:48+01:00,8391.82,USD,FAILED
TXN-00000291,2025-04-19T13:12:48+01:00,9358.56,USD,SUCCESS
TXN-00000292,2025-04-18T12:12:48+01:00,4041.05,USD,SUCCESS
TXN-00000293,2025-04-25T16:12:48+01:00,4906.84,USD,FAILED
TXN-00000294,2025-03-30T15:12:48+01:00,1669.82,USD,SUCCESS
TXN-00000295,2025-04-04T13:12:48+01:00,1819.90,USD,SUCCESS
TXN-00000296,2025-04-21T22:12:48+01:00,4659.95,EUR,SUCCESS
TXN-00000297,2025-04-20T04:12:48+01:00,8226.86,USD,SUCCESS
TXN-00000298,2025-04-01T08:12:48+01:00,4563.72,USD,SUCCESS
TXN-00000299,2025-04-19T15:12:48+01:00,7821.19,USD,FAILED
TXN-00000300,2025-04-16T01:12:48+01:00,9470.39,GBP,SUCCESS
TXN-00000301,2025-04-02T15:12:48+01:00,7175.84,USD,SUCCESS
TXN-00000302,2025-04-17T04:12:48+01:00,5648.81,USD,SUCCESS
TXN-00000303,2025-04-08T10:12:48+01:00,918.45,USD,SUCCESS
TXN-00000304,2025-04-09T23:12:48+01:00,1620.64,USD,SUCCESS
TXN-00000305,2025-04-23T20:12:48+01:00,554.22,USD,SUCCESS
TXN-00000306,2025-04-01T05:12:48+01:00,611.94,EUR,SUCCESS
TXN-00000307,2025-04-19T21:12:48+01:00,8216.39,EUR,SUCCESS
TXN-00000308,2025-04-26T05:12:48+01:00,2163.97,USD,SUCCESS
TXN-00000309,2025-04-16T20:12:48+01:00,957.46,USD,SUCCESS
TXN-00000310,2025-04-18T05:12:48+01:00,5241.67,USD,SUCCESS
TXN-00000311,2025-04-22T17:12:48+01:00,6145.43,EUR,FAILED
TXN-00000312,2025-04-07T01:12:48+01:00,4692.79,USD,SUCCESS
TXN-00000313,2025-04-23T08:12:48+01:00,2485.41,USD,SUCCESS
TXN-00000314,2025-04-12T05:12:48+01:00,5539.07,USD,SUCCESS
TXN-00000315,2025-04-06T16:12:48+01:00,3725.74,USD,SUCCESS
TXN-00000316,2025-03-29T23:12:48+01:00,7092.97,USD,SUCCESS
TXN-00000317,2025-04-08T11:12:48+01:00,9777.90,USD,SUCCESS
TXN-00000318,2025-04-21T10:12:48+01:00,8391.36,EUR,SUCCESS
TXN-00000319,2025-04-17T04:12:48+01:00,2816.69,EUR,SUCCESS
TXN-00000320,2025-04-25T04:12:48+01:00,1237.72,USD,SUCCESS
TXN-00000321,2025-04-14T13:12:48+01:00,3935.51,USD,SUCCESS
TXN-00000322,2025-04-18T04:12:48+01:00,5562.70,GBP,SUCCESS
TXN-00000323,2025-04-08T18:12:48+01:00,8374.09,USD,SUCCESS
TXN-00000324,2025-04-16T10:12:48+01:00,8533.39,USD,SUCCESS
TXN-00000325,2025-04-17T19:12:48+01:00,6929.75,USD,SUCCESS
TXN-00000326,2025-03-30T13:12:48+01:00,1061.85,GBP,SUCCESS
TXN-00000327,2025-04-04T10:12:48+01:00,8500.93,USD,SUCCESS
TXN-00000328,2025-04-15T04:12:48+01:00,5280.28,USD,SUCCESS
TXN-00000329,2025-04-23T22:12:48+01:00,280.21,GBP,SUCCESS
TXN-00000330,2025-04-08T16:12:48+01:00,3114.49,USD,SUCCESS
TXN-00000331,2025-04-01T06:12:48+01:00,3143.41,USD,SUCCESS
TXN-00000332,2025-04-16T00:12:48+01:00,9484.58,USD,FAILED
TXN-00000333,2025-04-18T08:12:48+01:00,9696.34,USD,SUCCESS
TXN-00000334,2025-04-23T03:12:48+01:00,3975.27,USD,SUCCESS
TXN-00000336,2025-04-06T16:12:48+01:00,902.47,USD,SUCCESS
TXN-00000337,2025-03-31T12:12:48+01:00,9188.09,USD,SUCCESS
TXN-00000338,2025-04-15T17:12:48+01:00,7668.49,USD,SUCCESS
TXN-00000339,2025-04-27T10:12:48+01:00,6690.52,USD,SUCCESS
TXN-00000340,2025-04-16T18:12:48+01:00,7117.26,EUR,SUCCESS
TXN-00000341,2025-03-29T15:12:48+01:00,6139.22,USD,SUCCESS
TXN-00000342,2025-04-27T15:12:48+01:00,5275.21,USD,SUCCESS
TXN-00000344,2025-04-21T07:12:48+01:00,3821.07,USD,SUCCESS
TXN-00000345,2025-04-09T08:12:48+01:00,3383.69,USD,SUCCESS
TXN-00000346,2025-04-22T10:12:48+01:00,6415.66,USD,SUCCESS
TXN-00000347,2025-04-03T13:12:48+01:00,4588.69,USD,SUCCESS
TXN-00000348,2025-04-18T19:12:48+01:00,222.52,USD,SUCCESS
TXN-00000349,2025-04-03T07:12:48+01:00,8502.32,USD,SUCCESS
TXN-00000350,2025-04-08T22:12:48+01:00,2348.80,USD,SUCCESS
TXN-00000351,2025-04-05T12:12:48+01:00,6082.56,USD,SUCCESS
TXN-00000352,2025-03-30T06:12:48+01:00,4447.43,USD,SUCCESS
TXN-00000353,2025-04-09T00:12:48+01:00,6416.57,USD,SUCCESS
TXN-00000354,2025-04-11T21:12:48+01:00,2958.82,USD,SUCCESS
TXN-00000355,2025-04-08T10:12:48+01:00,9222.20,GBP,SUCCESS
TXN-00000356,2025-04-16T06:12:48+01:00,7446.75,EUR,SUCCESS
TXN-00000357,2025-04-01T00:12:48+01:00,915.57,USD,FAILED
